IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CZE,Czechia,Year,2017,false,,,,,,,,,,,,,7308,,,,,,7308,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,COL,Colombia,Year,2017,false,,,,,,,,,,,,,7454,,,,,,7454,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,HUN,Hungary,Year,2017,false,,,,,,,,,,,,,7557,,,,,,7557,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SWE,Sweden,Year,2017,false,,,,,,,,,,,,,7754,,,,,,7754,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2017,false,,,,,,,,,,,,,785,,,,,,785,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2017,true,,,,,,,,,,,,,79,,,,,,79,,National Reporting Instrument (NRI)- 2018 Code reporting.  Dep. of Health and Wellness,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2017,false,,,,,,,,,,,,,7930,,,,,,7930,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2017,false,,,,,,,,,,,,,8368,,,,,,8368,,Source: MoPH and Syndicate figure,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2017,false,,,,,,,,,,,,,855,,,,,,855,,National Reporting Instrument (NRI) 2018. INEC,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2017,false,,,,,,,,,,,,,8608,,,,,,8608,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2017,false,,,,,,,,,,,,,879,,,,,,879,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,IND,India,Year,2017,false,,,,,,,,,,,,,908523,,,,,,908 523,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,CHL,Chile,Year,2017,false,,,,,,,,,,,,,9128,,,,,,9128,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2017,true,,,,,,,,,,,,,9244,,,,,,9244,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2017,false,,,,,,,,,,,,,928,,,,,,928,,National Reporting Instrument (NRI) 2018. Pharmacy Board of Trinidad and Tobago: 'approximate number',EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,PRT,Portugal,Year,2017,false,,,,,,,,,,,,,9340,,,,,,9340,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,EST,Estonia,Year,2017,false,,,,,,,,,,,,,956,,,,,,956,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,false,,,,,,,,,,,,,10094,,,,,,10 094,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2016,false,,,,,,,,,,,,,1019,,,,,,1019,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,false,,,,,,,,,,,,,107,,,,,,107,,Source: ANNUAIRE STATISTIQUE SANITAIRE 2016 Guinee Tableau 15 : RÃ©partition des ressources humaines du MinistÃ¨re de la santÃ© par catÃ©gorie professionnelle par rÃ©gion en 2016,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2016,false,,,,,,,,,,,,,108,,,,,,108,,National Reporting Instrument (NRI)- 2021 Code reporting,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,GRC,Greece,Year,2016,false,,,,,,,,,,,,,11300,,,,,,11 300,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,false,,,,,,,,,,,,,1159,,,,,,1159,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,false,,,,,,,,,,,,,12411,,,,,,12 411,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,BEN,Benin,Year,2016,false,,,,,,,,,,,,,13,,,,,,13,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2016,false,,,,,,,,,,,,,13,,,,,,13,,Value obtained from Practising,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,BEL,Belgium,Year,2016,false,,,,,,,,,,,,,13876,,,,,,13 876,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,false,,,,,,,,,,,,,130,,,,,,130,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,false,,,,,,,,,,,,,1356,,,,,,1356,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,false,,,,,,,,,,,,,14656,,,,,,14 656,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,false,,,,,,,,,,,,,15267,,,,,,15 267,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,false,,,,,,,,,,,,,1546,,,,,,1546,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,LVA,Latvia,Year,2016,false,,,,,,,,,,,,,1643,,,,,,1643,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2016,false,,,,,,,,,,,,,1647,,,,,,1647,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,false,,,,,,,,,,,,,166,,,,,,166,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,false,,,,,,,,,,,,,1675,,,,,,1675,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ROU,Romania,Year,2016,false,,,,,,,,,,,,,17104,,,,,,17 104,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,false,,,,,,,,,,,,,170,,,,,,170,,"Annuaire des statistiques sanitaires et sociales du SÃ©nÃ©gal, 2016. Tableau n 4 : RÃ©partition des ressources humaines par catÃ©gorie socioprofessionnelle par rÃ©gion.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,,,,,,,,,,,,,18614,,,,,,18 614,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2016,false,,,,,,,,,,,,,194,,,,,,194,,Source: DRH Mali,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,false,,,,,,,,,,,,,199,,,,,,199,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,false,,,,,,,,,,,,,199,,,,,,199,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,false,,,,,,,,,,,,,20960,,,,,,20 960,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SRB,Serbia,Year,2016,false,,,,,,,,,,,,,2135,,,,,,2135,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,false,,,,,,,,,,,,,2173,,,,,,2173,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,false,,,,,,,,,,,,,219,,,,,,219,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,false,,,,,,,,,,,,,23,,,,,,23,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,,,,,,,,,,,,,230186,,,,,,230 186,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,false,,,,,,,,,,,,,235,,,,,,235,,Souce: Annuaire Statistique 2017 MinistÃ¨re de la santÃ©: Direction generale des etudes et des statistiques sectorielles,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,NER,Niger,Year,2016,false,,,,,,,,,,,,,24,,,,,,24,,Source: Annuaire des satistiques sanitaires du Niger 2016,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,false,,,,,,,,,,,,,2420,,,,,,2420,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2016,false,,,,,,,,,,,,,2477,,,,,,2477,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,false,,,,,,,,,,,,,25,,,,,,25,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,false,,,,,,,,,,,,,25497,,,,,,25 497,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,false,,,,,,,,,,,,,2593,,,,,,2593,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2016,false,,,,,,,,,,,,,27864,,,,,,27 864,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,false,,,,,,,,,,,,,2757,,,,,,2757,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,,,,,,,,,,,,,2875,,,,,,2875,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,POL,Poland,Year,2016,false,,,,,,,,,,,,,29268,,,,,,29 268,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,false,,,,,,,,,,,,,2972,,,,,,2972,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016,true,,,,,,,,,,,,,3,,,,,,3,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,USA,United States of America,Year,2016,false,,,,,,,,,,,,,305510,,,,,,305 510,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,false,,,,,,,,,,,,,3062,,,,,,3062,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,,,,,,,,,,,,,31719,,,,,,31 719,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,false,,,,,,,,,,,,,3148,,,,,,3148,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,false,,,,,,,,,,,,,3276,,,,,,3276,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,false,,,,,,,,,,,,,33946,,,,,,33 946,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,false,,,,,,,,,,,,,35767,,,,,,35 767,,"Includes Pharmacists.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,false,,,,,,,,,,,,,36380,,,,,,36 380,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,false,,,,,,,,,,,,,36463,,,,,,36 463,,Data Source:  Professional Regulation Commission and Department of Health. HRH Profile of the Phillipines 2022.,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2016,false,,,,,,,,,,,,,3651,,,,,,3651,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,false,,,,,,,,,,,,,3685,,,,,,3685,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,false,,,,,,,,,,,,,38156,,,,,,38 156,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,false,,,,,,,,,,,,,4,,,,,,4,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,false,,,,,,,,,,,,,4,,,,,,4,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,false,,,,,,,,,,,,,404,,,,,,404,,Source:Tableau 64 : Projection des ressources humaines de 2016 Ã  2020 dans le secteur public de selon le PNDRHS,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,false,,,,,,,,,,,,,406,,,,,,406,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,NOR,Norway,Year,2016,false,,,,,,,,,,,,,4113,,,,,,4113,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2016,false,,,,,,,,,,,,,4183,,,,,,4183,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,false,,,,,,,,,,,,,433,,,,,,433,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,false,,,,,,,,,,,,,446,,,,,,446,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,false,,,,,,,,,,,,,45,,,,,,45,,Registered - includes both private and public sector. Source : SEYCHELLES HEALTH DEPARTMENT SECRETARIAT(HDS) ANNUAL REPORT2016,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,false,,,,,,,,,,,,,4570,,,,,,4570,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,false,,,,,,,,,,,,,46,,,,,,46,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,false,,,,,,,,,,,,,5,,,,,,5,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,false,,,,,,,,,,,,,514,,,,,,514,,Source: Establishment Division/Medical Council/Nursing Council/Commission for Health with adjustments for under/over reporting,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,false,,,,,,,,,,,,,52430,,,,,,52 430,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,FIN,Finland,Year,2016,false,,,,,,,,,,,,,5577,,,,,,5577,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ESP,Spain,Year,2016,false,,,,,,,,,,,,,56167,,,,,,56 167,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,false,,,,,,,,,,,,,56542,,,,,,56 542,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2016,false,,,,,,,,,,,,,5613,,,,,,5613,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,false,,,,,,,,,,,,,570,,,,,,570,,"Ghana Health Service, Ministry of Health. Report: The Health Sector in Ghana, Facts and Figures 2016.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2016,false,,,,,,,,,,,,,5766,,,,,,5766,,,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,false,,,,,,,,,,,,,5863,,,,,,5863,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,false,,,,,,,,,,,,,5908,,,,,,5908,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,MLT,Malta,Year,2016,false,,,,,,,,,,,,,605,,,,,,605,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,AUT,Austria,Year,2016,false,,,,,,,,,,,,,6194,,,,,,6194,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,FRA,France,Year,2016,false,,,,,,,,,,,,,62446,,,,,,62 446,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,false,,,,,,,,,,,,,6256,,,,,,6256,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,false,,,,,,,,,,,,,63,,,,,,63,,Includes Pharmacists .,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,false,,,,,,,,,,,,,6871,,,,,,6871,,Data without defense and police department hospitals and clinics,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,false,,,,,,,,,,,,,690,,,,,,690,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ITA,Italy,Year,2016,false,,,,,,,,,,,,,70074,,,,,,70 074,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,false,,,,,,,,,,,,,7109,,,,,,7109,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,false,,,,,,,,,,,,,7172,,,,,,7172,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T21:00:00.000Z
